time,v(hi),v(lo),v(bias),v(sl),v(sh),v(dl),v(dh),vhigh#branch
0.0,0.0,-7.995557737759959e-12,0.0,-7.995563601171838e-12,0.0,-7.99556360117184e-12,0.0,0.0
5e-06,0.0165,-7.995557729848907e-12,0.01649999575791238,-7.995557834112309e-12,0.015804597658336843,-7.995557834112309e-12,0.015804597658336843,-6.321839681769468e-07
5.006783636298256e-06,0.016522385999784246,-7.995557729838167e-12,0.016522381999490444,-7.995557826741852e-12,0.015826068408345342,-7.995557826741852e-12,0.015826068408345342,-6.33016012218652e-07
5.020350908894767e-06,0.016567157999352735,-7.995557729816668e-12,0.016567153988761924,-7.995557812855948e-12,0.015869064662941038,-7.995557812855947e-12,0.015869064662941038,-6.346303258817694e-07
5.0474854540877885e-06,0.016656701998489704,-7.995557729773576e-12,0.016656697967311885,-7.995557789650923e-12,0.01595536661635835,-7.995557789650921e-12,0.01595536661635835,-6.375776402753025e-07
5.101754544473831e-06,0.016835789996763644,-7.995557729687114e-12,0.016835785924439736,-7.995557756989836e-12,0.016129038420399294,-7.995557756989836e-12,0.016129038420399294,-6.425014534201202e-07
5.210292725245918e-06,0.017193965993311532,-7.995557729513542e-12,0.017193961838806227,-7.995557723952195e-12,0.01647959710360978,-7.995557723952195e-12,0.01647959710360978,-6.49426284137759e-07
5.4115828940176115e-06,0.01785822355025812,-7.995557729190744e-12,0.017858219243727713,-7.995557707504631e-12,0.017136553013746173,-7.995557707504633e-12,0.017136553013746173,-6.560641456344237e-07
5.601084542927914e-06,0.018483578991662118,-7.99555772888656e-12,0.018483574542457373,-7.99555770650702e-12,0.017759301792395238,-7.995557706507022e-12,0.017759301792395238,-6.584338397613682e-07
5.87651938495204e-06,0.019392513970341734,-7.995557728444424e-12,0.019392509314516193,-7.995557706002846e-12,0.018666910213817993,-7.995557706002846e-12,0.018666910213817993,-6.596398019370771e-07
6.190807428011626e-06,0.020429664512438366,-7.995557727939916e-12,0.020429659621898518,-7.995557705505684e-12,0.01970373050934425,-7.995557705505686e-12,0.01970373050934425,-6.599400272655328e-07
6.756101554158384e-06,0.02229513512872267,-7.99555772703248e-12,0.022295129818702217,-7.995557704596663e-12,0.021569126842172073,-7.995557704596663e-12,0.021569126842172073,-6.600075597779164e-07
7.588721614236625e-06,0.025042781326980863,-7.995557725695918e-12,0.025042775404959024,-7.995557703260865e-12,0.024316783804987065,-7.995557703260865e-12,0.024316783804987065,-6.599977768771967e-07
9.253961734393108e-06,0.03053807372349726,-7.995557723022803e-12,0.03053806659583845,-7.995557700587254e-12,0.02981207217054024,-7.995557700587254e-12,0.02981207217054024,-6.600014474174037e-07
1.2584441974706074e-05,0.04152865851653005,-7.995557717676565e-12,0.041528649035213784,-7.995557695241423e-12,0.04080265954868796,-7.995557695241425e-12,0.04080265954868796,-6.599991090812022e-07
1.9245402455332003e-05,0.06350982810259562,-7.995557706984079e-12,0.06350981405752705,-7.99555768454857e-12,0.06278382695871433,-7.995557684548571e-12,0.06278382695871433,-6.600011101174238e-07
3.256732341658387e-05,0.10747216727472676,-7.995557685599111e-12,0.10747214431334755,-7.995557663163952e-12,0.10674616795453709,-7.995557663163952e-12,0.10674616795453709,-6.599994967975098e-07
5.921116533908759e-05,0.19539684561898907,-7.99555764282918e-12,0.19539680507267773,-7.995557620393679e-12,0.1946708442771738,-7.995557620393677e-12,0.1946708442771738,-6.600014225636292e-07
0.00011249884918409502,0.3712462023075136,-7.995557557289328e-12,0.37124612659133793,-7.99555753485416e-12,0.3705202023621055,-7.995557534854162e-12,0.3705202023621055,-6.600003289518558e-07
0.00011514713207939405,0.3799855358620004,-7.995557553038179e-12,0.3799854583979584,-7.995557530602704e-12,0.3792595343807871,-7.995557530602708e-12,0.3792595343807871,-6.600017338778089e-07
